04/01/1945,"49,300A  "
04/02/1945,"43,400A  "
04/03/1945,"54,300A  "
04/04/1945,"64,800A  "
04/05/1945,"92,100A  "
04/06/1945,"124,000A  "
04/07/1945,"104,000A  "
04/08/1945,"80,400A  "
04/09/1945,"62,700A  "
04/10/1945,"54,300A  "
04/11/1945,"45,400A  "
04/12/1945,"38,700A  "
04/13/1945,"33,300A  "
04/14/1945,"29,800A  "
04/15/1945,"28,100A  "
04/16/1945,"26,400A  "
04/17/1945,"27,200A  "
04/18/1945,"42,500A  "
04/19/1945,"42,500A  "
04/20/1945,"33,300A  "
04/21/1945,"31,500A  "
04/22/1945,"32,400A  "
04/23/1945,"28,100A  "
04/24/1945,"29,000A  "
04/25/1945,"32,400A  "
04/26/1945,"52,300A  "
04/27/1945,"54,300A  "
04/28/1945,"54,300A  "
04/29/1945,"52,300A  "
04/30/1945,"40,600A  "
05/01/1945,"36,900A  "
05/02/1945,"32,400A  "
05/03/1945,"30,600A  "
05/04/1945,"29,800A  "
05/05/1945,"32,400A  "
05/06/1945,"38,700A  "
05/07/1945,"38,700A  "
05/08/1945,"42,500A  "
05/09/1945,"49,300A  "
05/10/1945,"54,300A  "
05/11/1945,"97,000A  "
05/12/1945,"99,500A  "
05/13/1945,"75,800A  "
05/14/1945,"69,200A  "
05/15/1945,"67,000A  "
05/16/1945,"56,400A  "
05/17/1945,"62,700A  "
05/18/1945,"80,400A  "
05/19/1945,"75,800A  "
05/20/1945,"64,800A  "
05/21/1945,"56,400A  "
05/22/1945,"50,300A  "
05/23/1945,"48,300A  "
05/24/1945,"38,700A  "
05/25/1945,"30,600A  "
05/26/1945,"24,700A  "
05/27/1945,"22,300A  "
05/28/1945,"18,000A  "
05/29/1945,"19,000A  "
05/30/1945,"19,000A  "
05/31/1945,"16,200A  "
06/01/1945,"15,000A  "
06/02/1945,"14,200A  "
06/03/1945,"15,500A  "
06/04/1945,"29,900A  "
06/05/1945,"36,900A  "
06/06/1945,"34,200A  "
06/07/1945,"29,000A  "
06/08/1945,"22,300A  "
06/09/1945,"18,800A  "
06/10/1945,"17,400A  "
06/11/1945,"17,500A  "
06/12/1945,"30,600A  "
06/13/1945,"37,800A  "
06/14/1945,"37,800A  "
06/15/1945,"39,600A  "
06/16/1945,"32,400A  "
06/17/1945,"32,400A  "
06/18/1945,"35,100A  "
06/19/1945,"38,700A  "
06/20/1945,"35,100A  "
06/21/1945,"30,600A  "
06/22/1945,"25,600A  "
06/23/1945,"22,300A  "
06/24/1945,"22,300A  "
06/25/1945,"17,200A  "
06/26/1945,"15,200A  "
06/27/1945,"14,200A  "
06/28/1945,"14,400A  "
06/29/1945,"13,000A  "
06/30/1945,"10,500A  "
07/01/1945,"10,700A  "
07/02/1945,"12,000A  "
07/03/1945,"10,800A  "
07/04/1945,"10,900A  "
07/05/1945,"8,790A  "
07/06/1945,"8,680A  "
07/07/1945,"8,180A  "
07/08/1945,"8,280A  "
07/09/1945,"7,110A  "
07/10/1945,"6,180A  "
07/11/1945,"6,270A  "
07/12/1945,"5,220A  "
07/13/1945,"5,640A  "
07/14/1945,"5,640A  "
07/15/1945,"7,020A  "
07/16/1945,"10,800A  "
07/17/1945,"24,500A  "
07/18/1945,"26,400A  "
07/19/1945,"19,300A  "
07/20/1945,"14,300A  "
07/21/1945,"11,200A  "
07/22/1945,"10,300A  "
07/23/1945,"10,000A  "
07/24/1945,"10,800A  "
07/25/1945,"11,800A  "
07/26/1945,"11,200A  "
07/27/1945,"9,500A  "
07/28/1945,"10,200A  "
07/29/1945,"11,300A  "
07/30/1945,"17,800A  "
07/31/1945,"24,700A  "
08/01/1945,"23,900A  "
08/02/1945,"21,500A  "
08/03/1945,"20,400A  "
08/04/1945,"16,600A  "
08/05/1945,"13,200A  "
08/06/1945,"11,300A  "
08/07/1945,"12,600A  "
08/08/1945,"18,100A  "
08/09/1945,"20,400A  "
08/10/1945,"16,800A  "
08/11/1945,"12,000A  "
08/12/1945,"9,300A  "
08/13/1945,"7,490A  "
08/14/1945,"6,360A  "
08/15/1945,"7,110A  "
08/16/1945,"5,640A  "
08/17/1945,"6,090A  "
08/18/1945,"7,890A  "
08/19/1945,"7,590A  "
08/20/1945,"6,820A  "
08/21/1945,"5,470A  "
08/22/1945,"5,560A  "
08/23/1945,"4,570A  "
08/24/1945,"4,800A  "
08/25/1945,"21,400A  "
08/26/1945,"33,400A  "
08/27/1945,"16,800A  "
08/28/1945,"12,600A  "
08/29/1945,"10,100A  "
08/30/1945,"7,700A  "
08/31/1945,"5,640A  "
09/01/1945,"5,470A  "
09/02/1945,"6,570A  "
09/03/1945,"14,000A  "
09/04/1945,"13,500A  "
09/05/1945,"8,890A  "
09/06/1945,"7,300A  "
09/07/1945,"5,820A  "
09/08/1945,"5,300A  "
09/09/1945,"6,810A  "
09/10/1945,"8,030A  "
09/11/1945,"10,400A  "
09/12/1945,"11,100A  "
09/13/1945,"9,500A  "
09/14/1945,"9,490A  "
09/15/1945,"13,100A  "
09/16/1945,"18,800A  "
09/17/1945,"17,800A  "
09/18/1945,"32,000A  "
09/19/1945,"82,700A  "
09/20/1945,"64,800A  "
09/21/1945,"52,300A  "
09/22/1945,"52,300A  "
09/23/1945,"42,500A  "
09/24/1945,"52,300A  "
09/25/1945,"64,800A  "
09/26/1945,"69,200A  "
09/27/1945,"71,400A  "
09/28/1945,"67,000A  "
09/29/1945,"54,300A  "
09/30/1945,"46,300A  "
10/01/1945,"36,900A  "
10/02/1945,"48,400A  "
10/03/1945,"89,700A  "
10/04/1945,"89,700A  "
10/05/1945,"78,100A  "
10/06/1945,"62,700A  "
10/07/1945,"50,300A  "
10/08/1945,"43,400A  "
10/09/1945,"43,400A  "
10/10/1945,"44,400A  "
10/11/1945,"43,400A  "
10/12/1945,"36,900A  "
10/13/1945,"30,600A  "
10/14/1945,"26,400A  "
10/15/1945,"23,900A  "
10/16/1945,"23,900A  "
10/17/1945,"22,300A  "
10/18/1945,"19,600A  "
10/19/1945,"16,500A  "
10/20/1945,"15,200A  "
10/21/1945,"14,400A  "
10/22/1945,"12,600A  "
10/23/1945,"13,500A  "
10/24/1945,"17,400A  "
10/25/1945,"35,200A  "
10/26/1945,"41,600A  "
10/27/1945,"38,700A  "
10/28/1945,"34,200A  "
10/29/1945,"29,000A  "
10/30/1945,"24,700A  "
10/31/1945,"21,300A  "
11/01/1945,"18,600A  "
11/02/1945,"18,100A  "
11/03/1945,"23,100A  "
11/04/1945,"36,000A  "
11/05/1945,"40,600A  "
11/06/1945,"36,900A  "
11/07/1945,"30,600A  "
11/08/1945,"28,100A  "
11/09/1945,"25,600A  "
11/10/1945,"26,400A  "
11/11/1945,"31,500A  "
11/12/1945,"37,800A  "
11/13/1945,"41,600A  "
11/14/1945,"47,300A  "
11/15/1945,"62,700A  "
11/16/1945,"69,200A  "
11/17/1945,"56,400A  "
11/18/1945,"50,300A  "
11/19/1945,"58,500A  "
11/20/1945,"82,700A  "
11/21/1945,"94,500A  "
11/22/1945,"82,700A  "
11/23/1945,"87,300A  "
11/24/1945,"78,100A  "
11/25/1945,"67,000A  "
11/26/1945,"56,400A  "
11/27/1945,"50,300A  "
11/28/1945,"46,300A  "
11/29/1945,"54,300A  "
11/30/1945,"73,600A  "
12/01/1945,"75,800A  "
12/02/1945,"62,700A  "
12/03/1945,"50,300A  "
12/04/1945,"47,300A  "
12/05/1945,"47,300A  "
12/06/1945,"46,300A  "
12/07/1945,"52,300A  "
12/08/1945,"54,300A  "
12/09/1945,"52,300A  "
12/10/1945,"44,400A  "
12/11/1945,"44,400A  "
12/12/1945,"39,600A  "
12/13/1945,"33,300A  "
12/14/1945,"29,800A  "
12/15/1945,"28,100A  "
12/16/1945,"23,100A  "
12/17/1945,"16,800A  "
12/18/1945,"13,500A  "
12/19/1945,"13,600A  "
12/20/1945,"13,500A  "
12/21/1945,"14,600A  "
12/22/1945,"15,200A  "
12/23/1945,"16,500A  "
12/24/1945,"14,300A  "
12/25/1945,"14,800A  "
12/26/1945,"27,300A  "
12/27/1945,"37,800A  "
12/28/1945,"30,600A  "
12/29/1945,"30,600A  "
12/30/1945,"33,300A  "
12/31/1945,"36,900A  "
01/01/1946,"40,600A  "
01/02/1946,"41,600A  "
01/03/1946,"35,100A  "
01/04/1946,"34,200A  "
01/05/1946,"33,300A  "
01/06/1946,"41,800A  "
01/07/1946,"92,100A  "
01/08/1946,"148,000A  "
01/09/1946,"135,000A  "
01/10/1946,"112,000A  "
01/11/1946,"102,000A  "
01/12/1946,"94,500A  "
01/13/1946,"78,100A  "
01/14/1946,"69,200A  "
01/15/1946,"62,700A  "
01/16/1946,"52,300A  "
01/17/1946,"38,700A  "
01/18/1946,"32,400A  "
01/19/1946,"31,500A  "
01/20/1946,"27,200A  "
01/21/1946,"21,000A  "
01/22/1946,"18,000A  "
01/23/1946,"15,400A  "
01/24/1946,"13,100A  "
01/25/1946,"13,400A  "
01/26/1946,"15,900A  "
01/27/1946,"16,300A  "
01/28/1946,"14,400A  "
01/29/1946,"11,400A  "
01/30/1946,"13,400A  "
01/31/1946,"14,600A  "
02/01/1946,"15,900A  "
02/02/1946,"15,600A  "
02/03/1946,"16,100A  "
02/04/1946,"13,400A  "
02/05/1946,"13,500A  "
02/06/1946,"20,400A  "
02/07/1946,"32,400A  "
02/08/1946,"35,100A  "
02/09/1946,"33,300A  "
02/10/1946,"30,600A  "
02/11/1946,"24,700A  "
02/12/1946,"24,700A  "
02/13/1946,"24,700A  "
02/14/1946,"35,500A  "
02/15/1946,"60,600A  "
02/16/1946,"63,300A  "
02/17/1946,"52,300A  "
02/18/1946,"45,400A  "
02/19/1946,"40,600A  "
02/20/1946,"35,100A  "
02/21/1946,"34,200A  "
02/22/1946,"29,800A  "
02/23/1946,"25,600A  "
02/24/1946,"26,400A  "
02/25/1946,"24,700A  "
02/26/1946,"23,900A  "
02/27/1946,"47,200A  "
02/28/1946,"92,100A  "
03/01/1946,"85,000A  "
03/02/1946,"71,400A  "
03/03/1946,"71,400A  "
03/04/1946,"62,700A  "
03/05/1946,"56,400A  "
03/06/1946,"54,300A  "
03/07/1946,"54,300A  "
03/08/1946,"64,800A  "
03/09/1946,"75,800A  "
03/10/1946,"89,700A  "
03/11/1946,"82,700A  "
03/12/1946,"69,200A  "
03/13/1946,"58,500A  "
03/14/1946,"50,300A  "
03/15/1946,"62,700A  "
03/16/1946,"78,100A  "
03/17/1946,"64,800A  "
03/18/1946,"56,400A  "
03/19/1946,"56,400A  "
03/20/1946,"50,300A  "
03/21/1946,"46,300A  "
03/22/1946,"42,500A  "
03/23/1946,"37,800A  "
03/24/1946,"34,200A  "
03/25/1946,"29,000A  "
03/26/1946,"34,200A  "
03/27/1946,"44,600A  "
03/28/1946,"52,300A  "
03/29/1946,"41,600A  "
03/30/1946,"38,700A  "
03/31/1946,"35,100A  "
04/01/1946,"33,300A  "
04/02/1946,"33,300A  "
04/03/1946,"30,600A  "
04/04/1946,"29,000A  "
04/05/1946,"24,700A  "
04/06/1946,"21,500A  "
04/07/1946,"18,400A  "
04/08/1946,"15,200A  "
04/09/1946,"15,400A  "
04/10/1946,"15,400A  "
04/11/1946,"14,300A  "
04/12/1946,"13,400A  "
04/13/1946,"12,800A  "
04/14/1946,"11,800A  "
04/15/1946,"11,000A  "
04/16/1946,"12,500A  "
04/17/1946,"16,900A  "
04/18/1946,"18,100A  "
04/19/1946,"17,400A  "
04/20/1946,"15,500A  "
04/21/1946,"13,800A  "
04/22/1946,"12,000A  "
04/23/1946,"11,000A  "
04/24/1946,"12,800A  "
04/25/1946,"12,200A  "
04/26/1946,"11,200A  "
04/27/1946,"13,800A  "
04/28/1946,"12,000A  "
04/29/1946,"12,200A  "
04/30/1946,"12,200A  "
05/01/1946,"12,400A  "
05/02/1946,"13,500A  "
05/03/1946,"12,600A  "
05/04/1946,"14,200A  "
05/05/1946,"16,900A  "
05/06/1946,"17,000A  "
05/07/1946,"16,200A  "
05/08/1946,"17,600A  "
05/09/1946,"18,800A  "
05/10/1946,"20,700A  "
05/11/1946,"19,900A  "
05/12/1946,"20,400A  "
05/13/1946,"25,600A  "
05/14/1946,"34,200A  "
05/15/1946,"43,400A  "
05/16/1946,"49,300A  "
05/17/1946,"48,300A  "
05/18/1946,"71,400A  "
05/19/1946,"64,800A  "
05/20/1946,"56,400A  "
05/21/1946,"52,300A  "
05/22/1946,"58,500A  "
05/23/1946,"56,400A  "
05/24/1946,"46,300A  "
05/25/1946,"36,900A  "
05/26/1946,"34,200A  "
05/27/1946,"52,000A  "
05/28/1946,"139,000A  "
05/29/1946,"169,000A  "
05/30/1946,"122,000A  "
05/31/1946,"94,500A  "
06/01/1946,"82,700A  "
06/02/1946,"105,000A  "
06/03/1946,"178,000A  "
06/04/1946,"123,000A  "
06/05/1946,"89,700A  "
06/06/1946,"71,400A  "
06/07/1946,"58,500A  "
06/08/1946,"48,300A  "
06/09/1946,"40,600A  "
06/10/1946,"36,000A  "
06/11/1946,"30,600A  "
06/12/1946,"25,600A  "
06/13/1946,"62,600A  "
06/14/1946,"87,300A  "
06/15/1946,"75,800A  "
06/16/1946,"58,500A  "
06/17/1946,"45,400A  "
06/18/1946,"40,600A  "
06/19/1946,"48,300A  "
06/20/1946,"75,800A  "
06/21/1946,"85,000A  "
06/22/1946,"78,100A  "
06/23/1946,"62,700A  "
06/24/1946,"46,300A  "
06/25/1946,"36,000A  "
06/26/1946,"29,800A  "
06/27/1946,"25,600A  "
06/28/1946,"23,900A  "
06/29/1946,"28,100A  "
06/30/1946,"25,600A  "
07/01/1946,"21,500A  "
07/02/1946,"25,600A  "
07/03/1946,"29,800A  "
07/04/1946,"29,800A  "
07/05/1946,"22,300A  "
07/06/1946,"18,200A  "
07/07/1946,"15,600A  "
07/08/1946,"12,600A  "
07/09/1946,"13,100A  "
07/10/1946,"12,800A  "
07/11/1946,"12,500A  "
07/12/1946,"14,200A  "
07/13/1946,"13,800A  "
07/14/1946,"10,900A  "
07/15/1946,"8,760A  "
07/16/1946,"7,210A  "
07/17/1946,"6,540A  "
07/18/1946,"5,220A  "
07/19/1946,"5,730A  "
07/20/1946,"7,510A  "
07/21/1946,"10,100A  "
07/22/1946,"12,100A  "
07/23/1946,"12,100A  "
07/24/1946,"14,400A  "
07/25/1946,"11,100A  "
07/26/1946,"9,970A  "
07/27/1946,"8,760A  "
07/28/1946,"7,210A  "
07/29/1946,"5,910A  "
07/30/1946,"4,890A  "
07/31/1946,"6,450A  "
08/01/1946,"6,640A  "
08/02/1946,"7,860A  "
08/03/1946,"9,860A  "
08/04/1946,"9,520A  "
08/05/1946,"8,430A  "
08/06/1946,"8,430A  "
08/07/1946,"10,400A  "
08/08/1946,"12,500A  "
08/09/1946,"10,100A  "
08/10/1946,"13,600A  "
08/11/1946,"9,570A  "
08/12/1946,"6,830A  "
08/13/1946,"5,820A  "
08/14/1946,"4,560A  "
08/15/1946,"4,890A  "
08/16/1946,"4,810A  "
08/17/1946,"5,030A  "
08/18/1946,"10,300A  "
08/19/1946,"11,200A  "
08/20/1946,"9,520A  "
08/21/1946,"8,540A  "
08/22/1946,"6,000A  "
08/23/1946,"5,730A  "
08/24/1946,"6,920A  "
08/25/1946,"6,170A  "
08/26/1946,"5,470A  "
08/27/1946,"4,810A  "
08/28/1946,"5,050A  "
08/29/1946,"4,560A  "
08/30/1946,"3,660A  "
08/31/1946,"3,800A  "
09/01/1946,"3,450A  "
09/02/1946,"2,970A  "
09/03/1946,"3,100A  "
09/04/1946,"2,970A  "
09/05/1946,"2,780A  "
09/06/1946,"2,840A  "
09/07/1946,"3,100A  "
09/08/1946,"2,900A  "
09/09/1946,"2,900A  "
09/10/1946,"3,010A  "
09/11/1946,"3,300A  "
09/12/1946,"3,100A  "
09/13/1946,"3,590A  "
09/14/1946,"3,450A  "
09/15/1946,"3,100A  "
09/16/1946,"2,780A  "
09/17/1946,"2,900A  "
09/18/1946,"2,970A  "
09/19/1946,"2,640A  "
09/20/1946,"2,640A  "
09/21/1946,"2,580A  "
09/22/1946,"2,450A  "
09/23/1946,"2,450A  "
09/24/1946,"2,780A  "
09/25/1946,"3,450A  "
09/26/1946,"3,800A  "
09/27/1946,"3,800A  "
09/28/1946,"3,950A  "
09/29/1946,"3,100A  "
09/30/1946,"3,590A  "
10/01/1946,"3,240A  "
10/02/1946,"3,880A  "
10/03/1946,"4,100A  "
10/04/1946,"3,520A  "
10/05/1946,"3,240A  "
10/06/1946,"3,450A  "
10/07/1946,"3,450A  "
10/08/1946,"3,240A  "
10/09/1946,"2,970A  "
10/10/1946,"3,450A  "
10/11/1946,"2,970A  "
10/12/1946,"4,860A  "
10/13/1946,"4,480A  "
10/14/1946,"5,910A  "
10/15/1946,"6,240A  "
10/16/1946,"6,450A  "
10/17/1946,"5,730A  "
10/18/1946,"7,400A  "
10/19/1946,"8,510A  "
10/20/1946,"10,400A  "
10/21/1946,"10,700A  "
10/22/1946,"11,600A  "
10/23/1946,"10,400A  "
10/24/1946,"8,540A  "
10/25/1946,"7,960A  "
10/26/1946,"10,400A  "
10/27/1946,"19,000A  "
10/28/1946,"18,600A  "
10/29/1946,"15,400A  "
10/30/1946,"13,100A  "
10/31/1946,"10,800A  "
11/01/1946,"9,740A  "
11/02/1946,"8,970A  "
11/03/1946,"8,020A  "
11/04/1946,"7,310A  "
11/05/1946,"7,020A  "
11/06/1946,"7,410A  "
11/07/1946,"6,260A  "
11/08/1946,"6,170A  "
11/09/1946,"6,540A  "
11/10/1946,"6,080A  "
11/11/1946,"5,470A  "
11/12/1946,"5,300A  "
11/13/1946,"6,540A  "
11/14/1946,"6,920A  "
11/15/1946,"8,860A  "
11/16/1946,"8,760A  "
11/17/1946,"8,220A  "
11/18/1946,"8,220A  "
11/19/1946,"8,860A  "
11/20/1946,"9,860A  "
11/21/1946,"9,290A  "
11/22/1946,"8,760A  "
11/23/1946,"8,430A  "
11/24/1946,"7,720A  "
11/25/1946,"6,740A  "
11/26/1946,"7,920A  "
11/27/1946,"8,650A  "
11/28/1946,"14,600A  "
11/29/1946,"20,900A  "
11/30/1946,"20,900A  "
12/01/1946,"17,000A  "
12/02/1946,"13,900A  "
12/03/1946,"11,700A  "
12/04/1946,"10,400A  "
12/05/1946,"9,520A  "
12/06/1946,"9,080A  "
12/07/1946,"9,400A  "
12/08/1946,"8,860A  "
12/09/1946,"8,540A  "
12/10/1946,"8,540A  "
12/11/1946,"10,500A  "
12/12/1946,"12,400A  "
12/13/1946,"26,800A  "
12/14/1946,"41,600A  "
12/15/1946,"41,600A  "
12/16/1946,"29,800A  "
12/17/1946,"25,600A  "
12/18/1946,"21,500A  "
12/19/1946,"19,600A  "
12/20/1946,"16,800A  "
12/21/1946,"17,600A  "
12/22/1946,"18,700A  "
12/23/1946,"18,000A  "
12/24/1946,"21,500A  "
12/25/1946,"22,300A  "
12/26/1946,"20,400A  "
12/27/1946,"19,800A  "
12/28/1946,"18,200A  "
12/29/1946,"29,700A  "
12/30/1946,"67,000A  "
12/31/1946,"73,600A  "
01/01/1947,"58,500A  "
01/02/1947,"48,300A  "
01/03/1947,"67,000A  "
01/04/1947,"89,700A  "
01/05/1947,"92,100A  "
01/06/1947,"69,200A  "
01/07/1947,"54,300A  "
01/08/1947,"46,300A  "
01/09/1947,"39,600A  "
01/10/1947,"29,800A  "
01/11/1947,"26,400A  "
01/12/1947,"25,600A  "
01/13/1947,"26,400A  "
01/14/1947,"25,600A  "
01/15/1947,"29,300A  "
01/16/1947,"68,800A  "
01/17/1947,"94,500A  "
01/18/1947,"85,000A  "
01/19/1947,"67,000A  "
01/20/1947,"60,600A  "
01/21/1947,"85,000A  "
01/22/1947,"94,500A  "
01/23/1947,"80,400A  "
01/24/1947,"62,700A  "
01/25/1947,"60,600A  "
01/26/1947,"64,800A  "
01/27/1947,"78,100A  "
01/28/1947,"82,700A  "
01/29/1947,"71,400A  "
01/30/1947,"60,600A  "
01/31/1947,"71,400A  "
02/01/1947,"92,100A  "
02/02/1947,"82,700A  "
02/03/1947,"67,000A  "
02/04/1947,"58,500A  "
02/05/1947,"52,300A  "
02/06/1947,"41,600A  "
02/07/1947,"29,800A  "
02/08/1947,"23,900A  "
02/09/1947,"21,500A  "
02/10/1947,"17,200A  "
02/11/1947,"16,500A  "
02/12/1947,"17,400A  "
02/13/1947,"18,700A  "
02/14/1947,"18,400A  "
02/15/1947,"19,600A  "
02/16/1947,"21,000A  "
02/17/1947,"21,500A  "
02/18/1947,"23,100A  "
02/19/1947,"22,300A  "
02/20/1947,"20,700A  "
02/21/1947,"17,400A  "
02/22/1947,"14,400A  "
02/23/1947,"13,100A  "
02/24/1947,"12,800A  "
02/25/1947,"12,800A  "
02/26/1947,"12,200A  "
02/27/1947,"12,100A  "
02/28/1947,"12,700A  "
03/01/1947,"12,700A  "
03/02/1947,"12,500A  "
03/03/1947,"11,400A  "
03/04/1947,"11,400A  "
03/05/1947,"11,500A  "
03/06/1947,"12,000A  "
03/07/1947,"14,000A  "
03/08/1947,"18,600A  "
03/09/1947,"23,100A  "
03/10/1947,"23,100A  "
03/11/1947,"22,300A  "
03/12/1947,"21,500A  "
03/13/1947,"24,700A  "
03/14/1947,"45,200A  "
03/15/1947,"90,200A  "
03/16/1947,"99,500A  "
03/17/1947,"80,400A  "
03/18/1947,"67,000A  "
03/19/1947,"54,300A  "
03/20/1947,"47,300A  "
03/21/1947,"43,400A  "
03/22/1947,"40,600A  "
03/23/1947,"36,900A  "
03/24/1947,"34,200A  "
03/25/1947,"81,100A  "
03/26/1947,"130,000A  "
03/27/1947,"112,000A  "
03/28/1947,"87,300A  "
03/29/1947,"75,800A  "
03/30/1947,"67,000A  "
03/31/1947,"58,500A  "
04/01/1947,"54,300A  "
04/02/1947,"54,300A  "
04/03/1947,"75,800A  "
04/04/1947,"94,500A  "
04/05/1947,"92,100A  "
04/06/1947,"120,000A  "
04/07/1947,"152,000A  "
04/08/1947,"137,000A  "
04/09/1947,"114,000A  "
04/10/1947,"87,300A  "
04/11/1947,"69,200A  "
04/12/1947,"58,500A  "
04/13/1947,"48,300A  "
04/14/1947,"43,400A  "
04/15/1947,"38,700A  "
04/16/1947,"35,100A  "
04/17/1947,"37,800A  "
04/18/1947,"47,300A  "
04/19/1947,"45,400A  "
04/20/1947,"39,600A  "
04/21/1947,"36,900A  "
